propositions,clauses,result,DPLL calls,L/N ratio,solve time
112,380,True,5266,3.4,14.76025104522705
107,363,True,114,3.4,0.26643872261047363
110,374,True,102,3.4,0.25008535385131836
113,384,True,276,3.4,0.4923222064971924
108,367,True,109,3.4,0.24477171897888184
111,377,True,137,3.4,0.2999851703643799
114,387,True,600,3.4,1.816624641418457
117,397,True,113,3.4,0.3283994197845459
112,380,True,141,3.4,0.3822968006134033
115,391,True,3501,3.4,9.072616815567017
118,401,True,5823,3.4,12.61707878112793
121,411,True,976,3.4,4.04791259765625
116,394,True,2464,3.4,6.516751289367676
103,350,True,821,3.4,2.0405287742614746
106,360,True,4994,3.4,11.258379697799683
101,343,True,397,3.4,0.8006381988525391
104,353,True,93,3.4,0.2274761199951172
107,363,True,1742,3.4,5.365078926086426
102,346,True,139,3.4,0.2667684555053711
105,357,True,891,3.4,2.02713680267334
108,367,True,135,3.4,0.7314064502716064
111,377,True,115,3.4,0.29895782470703125
114,387,True,1136,3.4,2.2335362434387207
101,343,True,9206,3.4,19.00085473060608
104,353,True,937,3.4,2.2227718830108643
107,363,True,279,3.4,1.2009687423706055
110,374,True,181,3.4,0.4977991580963135
105,357,True,363,3.4,0.6505510807037354
108,367,True,10587,3.4,24.541377305984497
111,377,True,412,3.4,1.332690954208374
114,387,True,5687,3.4,15.763309717178345
117,397,True,846,3.4,2.2830963134765625
120,408,True,797,3.4,2.126136064529419
123,418,True,742,3.4,1.3589441776275635
126,428,True,296,3.4,0.6999623775482178
121,411,True,9911,3.4,26.674413204193115
124,421,True,5354,3.4,14.920960664749146
127,431,True,4292,3.4,11.167253732681274
130,442,True,344,3.4,1.044330358505249
125,425,True,116,3.4,0.3836817741394043
128,435,True,131,3.4,0.4283268451690674
131,445,True,3708,3.4,9.775272369384766
126,428,True,1050,3.4,4.231499671936035
129,438,True,152,3.4,0.633969783782959
108,367,True,1411,3.4,4.833234786987305
103,350,True,6326,3.4,20.36640691757202
106,360,True,5538,3.4,22.392904043197632
109,370,True,104,3.4,0.4993607997894287
112,380,True,414,3.4,1.760932207107544
115,391,True,614,3.4,4.132839679718018
118,401,True,3008,3.4,17.131980419158936
113,384,True,104,3.4,1.0028400421142578
100,340,True,1082,3.4,6.377345561981201
95,323,True,1807,3.4,9.813400506973267
98,333,True,1519,3.4,11.22082257270813
93,316,True,1432,3.4,10.453092813491821
88,299,True,90,3.4,0.6709294319152832
91,309,True,192,3.4,2.1501710414886475
94,319,True,117,3.4,0.8943357467651367
97,329,True,142,3.4,1.3356060981750488
92,312,True,1246,3.4,9.431883335113525
79,268,True,128,3.4,0.6246330738067627
82,278,True,329,3.4,3.3042140007019043
77,261,True,80,3.4,0.28288888931274414
80,272,True,106,3.4,0.46498894691467285
83,282,True,132,3.4,0.6177475452423096
78,265,True,3227,3.4,9.961369276046753
81,275,True,117,3.4,0.2506725788116455
84,285,True,2946,3.4,6.290156364440918
87,295,True,4123,3.4,9.981422424316406
90,306,True,10620,3.4,22.811826467514038
85,289,True,1717,3.4,3.4759321212768555
88,299,True,134,3.4,0.247056245803833
91,309,True,9734,3.4,19.699958086013794
94,338,True,582,3.6,1.8500657081604004
89,320,True,2788,3.6,5.596181869506836
84,302,True,474,3.6,0.8547382354736328
87,313,True,908,3.6,2.0212082862854004
90,324,True,7738,3.6,16.833028078079224
93,334,True,368,3.6,0.7474255561828613
88,316,True,239,3.6,0.8681540489196777
91,327,True,119,3.6,0.4538605213165283
94,338,True,817,3.6,3.300058364868164
73,262,True,1177,3.6,2.3294901847839355
68,244,True,925,3.6,1.115774154663086
71,255,True,64,3.6,0.14969539642333984
74,266,True,10021,3.6,19.96725869178772
77,277,True,1002,3.6,1.9249365329742432
80,288,True,6365,3.6,14.298460483551025
83,298,True,187,3.6,0.39198827743530273
86,309,True,82,3.6,0.1555631160736084
89,320,True,212,3.6,0.3896219730377197
92,331,True,2996,3.6,8.613075971603394
95,342,True,423,3.6,0.6819725036621094
90,324,True,119,3.6,0.26662611961364746
85,306,True,2002,3.6,3.6361448764801025
88,316,True,8502,3.6,14.371056079864502
91,327,True,2086,3.6,5.5839316844940186
78,280,True,1379,3.6,2.221553325653076
81,291,True,1158,3.6,2.2656116485595703
84,302,True,392,3.6,1.6107635498046875
87,313,True,1846,3.6,4.749629497528076
82,295,True,3309,3.6,7.126003265380859
77,277,True,9484,3.6,15.549394130706787
80,288,True,4368,3.6,9.40404725074768
83,298,True,637,3.6,1.0169882774353027
86,309,True,207,3.6,0.4044759273529053
89,320,True,1058,3.6,2.434128999710083
92,331,True,3379,3.6,7.182487726211548
95,342,True,1062,3.6,3.0126967430114746
98,352,True,7945,3.6,16.899580717086792
101,363,True,111,3.6,0.2538890838623047
104,374,True,4940,3.6,11.428375482559204
99,356,True,91,3.6,0.21600866317749023
102,367,True,788,3.6,1.8939270973205566
89,320,True,5461,3.6,11.099261045455933
84,302,True,221,3.6,0.30169010162353516
79,284,True,362,3.6,0.6227631568908691
74,266,True,5810,3.6,18.251367807388306
77,277,True,94,3.6,0.2053370475769043
80,288,True,12716,3.6,27.848950624465942
83,298,True,2630,3.6,4.6693150997161865
86,309,True,2582,3.6,4.21627402305603
81,291,True,2187,3.6,5.716688394546509
84,302,True,4631,3.6,8.349823474884033
87,313,True,7386,3.6,18.477333307266235
90,324,True,1199,3.6,2.972670316696167
93,334,True,1270,3.6,4.354804039001465
96,345,True,11622,3.6,28.641756296157837
99,356,True,8705,3.6,19.461535453796387
102,367,True,115,3.6,0.31653380393981934
105,378,True,1786,3.6,4.603105783462524
92,331,True,2700,3.6,6.099486589431763
95,342,True,4116,3.6,10.286184310913086
90,324,True,6036,3.6,13.366764545440674
93,334,True,92,3.6,0.21501779556274414
96,345,True,1956,3.6,4.7548604011535645
91,327,True,7809,3.6,15.349667310714722
94,338,True,286,3.6,0.9978029727935791
97,349,True,8877,3.6,22.679728507995605
84,302,True,2099,3.6,4.4162681102752686
87,313,True,7332,3.6,16.83307123184204
90,324,True,3209,3.6,8.750555992126465
93,334,True,1035,3.6,2.267237663269043
88,316,True,3127,3.6,5.433438777923584
91,327,True,3361,3.6,6.090131998062134
94,338,True,2254,3.6,4.789900302886963
97,349,True,512,3.6,0.7618329524993896
92,331,True,2596,3.6,6.004194736480713
95,342,True,151,3.6,0.39296436309814453
98,352,True,714,3.6,2.036426067352295
101,363,True,7433,3.6,18.311740398406982
96,345,True,1787,3.6,3.3676369190216064
99,356,True,3443,3.6,10.396547555923462
102,367,True,238,3.6,0.5511882305145264
105,378,True,890,3.6,2.157959461212158
108,388,True,7301,3.6,16.950186252593994
103,370,True,118,3.6,0.29874444007873535
106,381,True,364,3.6,1.2390575408935547
109,392,True,10026,3.6,22.149582862854004
112,403,True,362,3.6,0.800076961517334
107,385,True,125,3.6,0.36914587020874023
110,396,True,4558,3.6,9.999788761138916
113,406,True,5133,3.6,12.81798791885376
116,417,True,3978,3.6,9.117812395095825
119,428,True,9526,3.6,27.133567094802856
98,352,True,653,3.6,1.835092544555664
101,363,True,2471,3.6,6.513978004455566
104,374,True,137,3.6,0.3335590362548828
107,385,True,133,3.6,0.31293177604675293
110,396,True,3127,3.6,8.316486835479736
113,406,True,3638,3.6,7.727799654006958
116,417,True,2051,3.6,5.113989353179932
103,370,True,6797,3.6,16.616416931152344
98,372,True,5256,3.8,11.616528749465942
93,353,True,3712,3.8,8.599675416946411
80,304,True,106,3.8,0.2509746551513672
75,285,True,650,3.8,1.4949417114257812
78,296,True,1334,3.8,3.716130495071411
81,307,True,1304,3.8,3.332616090774536
84,319,True,2506,3.8,4.182987451553345
87,330,True,407,3.8,0.8579490184783936
74,281,True,5441,3.8,11.233091115951538
77,292,True,97,3.8,0.16858267784118652
80,304,True,7083,3.8,17.038898706436157
75,285,True,5573,3.8,12.282120943069458
78,296,True,1469,3.8,3.1668760776519775
81,307,True,8322,3.8,18.021852254867554
84,319,True,10088,3.8,29.449871063232422
87,330,True,988,3.8,2.206512928009033
90,342,True,1280,3.8,4.166282415390015
93,353,True,91,3.8,0.2691466808319092
88,334,True,1728,3.8,3.813422679901123
75,285,True,12648,3.8,24.215436458587646
78,296,True,7857,3.8,17.285454273223877
81,307,True,3696,3.8,9.216644525527954
84,319,True,1817,3.8,3.6355862617492676
87,330,True,395,3.8,1.2502260208129883
90,342,True,126,3.8,0.30827808380126953
85,323,True,313,3.8,0.5170466899871826
88,334,True,4866,3.8,9.501800060272217
83,315,True,671,3.8,1.9336535930633545
78,296,True,8300,3.8,18.27761459350586
73,277,True,1112,3.8,2.5498108863830566
68,258,True,11520,3.8,24.06788396835327
71,269,True,382,3.8,0.6077470779418945
74,281,True,3136,3.8,6.584648847579956
77,292,True,3505,3.8,7.832961559295654
80,304,True,75,3.8,0.14956951141357422
83,315,True,7954,3.8,16.94905376434326
86,326,True,3135,3.8,6.681552410125732
89,338,True,6996,3.8,17.649722814559937
92,349,True,5200,3.8,13.483375310897827
79,300,True,11312,3.8,22.17042303085327
82,311,True,2688,3.8,6.9354212284088135
85,323,True,14855,3.8,29.183366060256958
88,334,True,3594,3.8,10.000612258911133
83,315,True,4994,3.8,11.43854570388794
86,326,True,7181,3.8,15.533219814300537
81,307,True,7368,3.8,15.732980489730835
84,319,True,10563,3.8,23.53320002555847
87,330,True,7989,3.8,21.649183988571167
90,342,True,306,3.8,0.6178817749023438
93,353,True,7601,3.8,19.333068132400513
96,364,True,3990,3.8,8.948272466659546
83,315,True,6922,3.8,14.454734325408936
86,326,True,4959,3.8,11.816269397735596
81,307,True,402,3.8,0.7015268802642822
84,319,True,6361,3.8,15.265894651412964
87,330,True,6680,3.8,19.969011306762695
90,342,True,205,3.8,0.45003628730773926
93,353,True,2125,3.8,5.181257724761963
88,334,True,4848,3.8,12.918652296066284
91,345,True,114,3.8,0.2334587574005127
86,326,True,11099,3.8,28.044633388519287
89,338,True,4194,3.8,10.070945024490356
84,319,True,989,3.8,1.9761004447937012
79,300,True,107,3.8,0.20592355728149414
82,311,True,4678,3.8,12.42228078842163
85,323,True,2539,3.8,6.197465419769287
88,334,True,1930,3.8,3.414933919906616
91,345,True,777,3.8,1.6671807765960693
86,326,True,195,3.8,0.4333767890930176
81,307,True,3218,3.8,7.268335819244385
84,319,True,670,3.8,1.4801218509674072
87,330,True,9222,3.8,19.783731937408447
82,311,True,4940,3.8,10.669942855834961
85,323,True,5388,3.8,11.524394035339355
80,304,True,758,3.8,1.4429023265838623
83,315,True,136,3.8,0.29598331451416016
78,296,True,486,3.8,1.2126212120056152
81,307,True,3759,3.8,9.543338060379028
76,288,True,5358,3.8,14.005671739578247
79,300,True,6350,3.8,15.565226793289185
74,281,True,8393,3.8,19.54247212409973
77,292,True,2875,3.8,7.281461477279663
80,304,True,10992,3.8,24.411481857299805
67,254,True,1075,3.8,1.8499224185943604
62,235,True,5908,3.8,9.399491310119629
65,247,True,7372,3.8,14.933064699172974
68,258,True,3520,3.8,7.701232194900513
71,269,True,11013,3.8,22.116776943206787
74,281,True,6830,3.8,16.316832780838013
77,292,True,10079,3.8,18.917529344558716
64,243,True,1601,3.8,3.2143938541412354
67,254,True,1745,3.8,3.602996826171875
70,266,True,159,3.8,0.25018882751464844
73,277,True,1785,3.8,3.033245801925659
76,288,True,540,3.8,0.8016664981842041
79,300,True,5786,3.8,13.885475158691406
74,281,True,11133,3.8,20.933212995529175
61,231,True,2263,3.8,1.9500443935394287
64,243,True,1009,3.8,0.6348176002502441
67,254,False,24580,3.8,24.88355541229248
70,280,True,5914,4.0,7.255876302719116
73,292,True,720,4.0,0.716294527053833
68,272,False,23782,4.0,27.76582622528076
71,284,True,464,4.0,0.4165918827056885
74,296,True,3568,4.0,4.507619142532349
69,276,True,1820,4.0,1.2835822105407715
72,288,True,4713,4.0,5.234591722488403
75,300,True,21318,4.0,26.049767017364502
78,312,True,6758,4.0,8.400193929672241
73,292,True,18405,4.0,22.517388105392456
76,304,True,874,4.0,1.2001464366912842
79,316,True,22670,4.0,29.901063680648804
74,296,True,4321,4.0,5.394457578659058
77,308,True,3763,4.0,4.417243003845215
80,320,True,9014,4.0,12.117297410964966
75,300,True,20897,4.0,25.700031042099
78,312,True,277,4.0,0.29940271377563477
81,324,True,1021,4.0,1.0335252285003662
76,304,True,4007,4.0,5.250225782394409
79,316,True,991,4.0,1.0157358646392822
82,328,True,7600,4.0,12.316969633102417
77,308,True,4625,4.0,5.480523586273193
72,288,True,452,4.0,0.44068002700805664
67,268,True,8698,4.0,8.633548021316528
70,280,True,3083,4.0,4.277839660644531
73,292,True,81,4.0,0.10092449188232422
68,272,True,1902,4.0,2.0333642959594727
63,252,True,1382,4.0,1.439633846282959
66,264,True,342,4.0,0.29096484184265137
69,276,True,830,4.0,0.6400322914123535
72,288,True,5030,4.0,6.070809841156006
75,300,True,14449,4.0,17.416560649871826
78,312,True,12085,4.0,14.617682933807373
73,292,True,96,4.0,0.0942835807800293
76,304,True,496,4.0,0.5505530834197998
71,284,True,2514,4.0,3.1944618225097656
74,296,True,15646,4.0,20.012370347976685
69,276,True,2696,4.0,3.099977493286133
72,288,True,200,4.0,0.20594239234924316
67,268,True,1875,4.0,2.695986032485962
62,248,True,1430,4.0,2.18341326713562
65,260,True,7340,4.0,15.966107845306396
68,272,True,594,4.0,1.0562644004821777
71,284,True,2311,4.0,5.999937057495117
74,296,True,1171,4.0,4.114700794219971
69,276,True,127,4.0,0.28018689155578613
72,288,True,1290,4.0,3.051086664199829
75,300,True,4181,4.0,9.680155038833618
62,248,True,6859,4.0,12.73421597480774
65,260,True,4572,4.0,10.10665774345398
60,240,True,164,4.0,0.2660353183746338
63,252,True,4484,4.0,10.066656112670898
66,264,True,1992,4.0,3.418104887008667
69,276,True,210,4.0,0.4332866668701172
72,288,True,577,4.0,0.9979186058044434
67,268,True,1095,4.0,2.3165059089660645
70,280,True,3776,4.0,10.64584493637085
65,260,False,6723,4.0,14.866766214370728
60,240,True,302,4.0,0.49198293685913086
63,252,True,158,4.0,0.2865266799926758
66,264,True,12198,4.0,24.00187110900879
69,276,True,2369,4.0,5.116302251815796
72,288,True,12868,4.0,25.266948699951172
75,300,True,3854,4.0,9.200024366378784
78,312,True,2722,4.0,6.398529529571533
73,292,True,3903,4.0,9.087334632873535
76,304,True,7684,4.0,20.348559141159058
79,316,True,3069,4.0,8.183659076690674
82,328,True,5908,4.0,15.866807460784912
85,340,True,1961,4.0,5.146224498748779
80,320,True,209,4.0,0.4438514709472656
83,332,True,246,4.0,0.5221555233001709
62,248,True,651,4.0,0.9666519165039062
57,228,True,2818,4.0,4.615896701812744
60,240,True,515,4.0,0.883479118347168
63,252,True,1554,4.0,3.302384853363037
66,264,True,12479,4.0,24.36613631248474
69,276,True,4907,4.0,12.683165788650513
72,288,True,9098,4.0,23.13323211669922
67,268,True,3520,4.0,7.694801092147827
70,280,True,2104,4.0,3.950373888015747
65,260,True,319,4.0,0.4472992420196533
68,272,True,5062,4.0,10.399428129196167
71,284,True,11466,4.0,22.050299644470215
74,296,True,7583,4.0,19.46666717529297
61,244,True,967,4.0,1.5169599056243896
64,256,False,9702,4.0,18.622246265411377
67,268,True,8184,4.0,12.355135440826416
70,280,True,2416,4.0,4.799868106842041
73,292,True,7526,4.0,16.98342204093933
76,304,True,3576,4.0,9.352163791656494
79,316,False,10847,4.0,27.011762380599976
66,264,True,892,4.0,1.442683219909668
69,276,True,419,4.0,0.784339189529419
72,288,True,4823,4.0,10.654993772506714
67,268,True,7558,4.0,14.631274461746216
62,248,True,429,4.0,1.1794757843017578
65,260,True,389,4.0,0.5988714694976807
60,240,True,733,4.0,1.1520459651947021
63,252,False,11876,4.0,22.7493839263916
58,243,False,5179,4.2,10.366091966629028
61,256,False,7601,4.2,14.97572112083435
64,268,True,5120,4.2,9.920841693878174
59,247,False,5610,4.2,11.387003421783447
62,260,False,5647,4.2,11.307707786560059
65,273,False,8120,4.2,18.088265419006348
60,252,False,7882,4.2,15.652178525924683
63,264,False,9987,4.2,20.533425331115723
58,243,False,3982,4.2,8.024759769439697
53,222,False,3917,4.2,5.542468309402466
56,235,False,2587,4.2,5.620598077774048
59,247,False,2767,4.2,5.842520236968994
62,260,False,5760,4.2,13.183159828186035
65,273,True,1358,4.2,2.850083112716675
68,285,True,436,4.2,0.9004912376403809
71,298,True,2043,4.2,5.540050983428955
66,277,False,10853,4.2,23.733287572860718
69,289,False,9640,4.2,23.400288581848145
64,268,True,1443,4.2,3.6168477535247803
59,247,False,10336,4.2,17.32785177230835
62,260,True,529,4.2,1.2838339805603027
65,273,False,7659,4.2,15.899329662322998
68,285,True,837,4.2,3.2399792671203613
63,264,True,2298,4.2,4.661052465438843
66,277,False,4211,4.2,10.582678079605103
69,289,True,5711,4.2,12.575338363647461
72,302,True,3047,4.2,10.217433214187622
59,247,True,2391,4.2,6.005690097808838
62,260,False,6086,4.2,12.416308164596558
65,273,False,13113,4.2,28.250128030776978
68,285,True,551,4.2,1.5646560192108154
63,264,False,5495,4.2,12.116517782211304
66,277,True,2951,4.2,5.426156282424927
61,256,False,10876,4.2,19.622052431106567
64,268,True,5255,4.2,10.988577842712402
67,281,False,11397,4.2,26.089542388916016
70,294,True,626,4.2,1.166839361190796
73,306,True,3643,4.2,8.449497938156128
60,252,True,2356,4.2,4.820605516433716
63,264,True,3106,4.2,6.533533334732056
66,277,True,66,4.2,0.15729188919067383
69,289,True,6551,4.2,12.182658672332764
72,302,True,1561,4.2,3.082202672958374
75,315,True,13216,4.2,27.952059984207153
70,294,True,13280,4.2,28.04961061477661
73,306,True,3337,4.2,8.002981424331665
68,285,True,9103,4.2,22.134384393692017
63,264,True,1058,4.2,1.9876713752746582
66,277,True,3532,4.2,9.72096562385559
61,256,True,2635,4.2,5.681166887283325
64,268,True,416,4.2,0.790886402130127
67,281,True,4914,4.2,11.500300407409668
70,294,False,8758,4.2,24.183185577392578
65,273,True,3390,4.2,6.2292091846466064
60,252,True,311,4.2,1.1333534717559814
63,264,False,11358,4.2,24.14966320991516
66,277,True,651,4.2,1.0107338428497314
69,289,True,10220,4.2,22.966442584991455
64,268,False,12637,4.2,24.800067901611328
